date,year,month,day,category,amount,description
2021-09-17,2021,9,17,eating_out,10.0,
2021-09-18,2021,9,18,outings,14.25,
2021-09-19,2021,9,19,grocery,8.0,
2021-09-19,2021,9,19,fuel,20.0,
2021-09-19,2021,9,19,other,7.5,grelha e tupp
2021-09-20,2021,9,20,grocery,8.2,
2021-09-23,2021,9,23,eating_out,25.0,
2021-09-24,2021,9,24,eating_out,11.0,
2021-09-24,2021,9,24,travel,12.75,
2021-09-24,2021,9,24,outings,13.0,
2021-09-25,2021,9,25,eating_out,4.0,
2021-09-26,2021,9,26,travel,13.5,
2021-09-26,2021,9,26,outings,5.0,
2021-09-28,2021,9,28,grocery,33.4,
2021-09-29,2021,9,29,other,8.0,cadeADO
2021-10-03,2021,10,3,eating_out,5.0,
2021-10-03,2021,10,3,fuel,40.0,
2021-10-03,2021,10,3,outings,3.3,
2021-10-03,2021,10,3,other,8.0,
2021-10-08,2021,10,8,eating_out,17.33,
2021-10-08,2021,10,8,travel,13.5,
2021-10-08,2021,10,8,outings,58.0,
2021-10-09,2021,10,9,eating_out,10.8,
2021-10-09,2021,10,9,outings,6.0,
2021-10-09,2021,10,9,other,13.0,
2021-10-16,2021,10,16,grocery,33.11,
2021-10-19,2021,10,19,eating_out,8.0,
2021-10-22,2021,10,22,travel,12.75,
2021-10-22,2021,10,22,outings,5.0,
2021-10-22,2021,10,22,other,3.0,
2021-10-23,2021,10,23,outings,5.0,
2021-10-24,2021,10,24,eating_out,2.4,
2021-10-24,2021,10,24,travel,13.5,
2021-10-25,2021,10,25,other,72.0,cachecol+perfurme
2021-10-27,2021,10,27,travel,11.4,
2021-10-29,2021,10,29,other,65.0,passporte
2021-10-30,2021,10,30,fuel,40.0,
2021-10-31,2021,10,31,eating_out,20.0,
2021-10-31,2021,10,31,outings,25.0,
2021-11-01,2021,11,1,travel,11.4,
2021-11-02,2021,11,2,grocery,19.88,
2021-11-03,2021,11,3,other,133.81,bilhetes aviao
2021-11-04,2021,11,4,other,41.5,ferr engomar + televen + tapete
2021-11-05,2021,11,5,eating_out,34.7,
2021-11-06,2021,11,6,fuel,40.0,
2021-11-06,2021,11,6,travel,13.0,
2021-11-07,2021,11,7,eating_out,5.1,
2021-11-10,2021,11,10,other,79.0,mochila viagem
2021-11-11,2021,11,11,grocery,10.0,
2021-11-11,2021,11,11,other,4.0,
2021-11-12,2021,11,12,eating_out,13.3,
2021-11-12,2021,11,12,travel,13.75,
2021-11-12,2021,11,12,outings,27.0,
2021-11-14,2021,11,14,travel,13.5,
2021-11-15,2021,11,15,grocery,16.49,
2021-11-19,2021,11,19,eating_out,20.0,
2021-11-20,2021,11,20,outings,2.4,
2021-11-22,2021,11,22,grocery,8.57,
2021-11-24,2021,11,24,grocery,8.9,
2021-11-24,2021,11,24,fuel,40.0,
2021-11-24,2021,11,24,other,1.0,
2021-11-26,2021,11,26,fuel,10.0,
2021-11-27,2021,11,27,outings,2.7,
2021-11-28,2021,11,28,outings,4.7,
2021-11-29,2021,11,29,other,100.0,pintura carro
2021-11-30,2021,11,30,other,7.0,cabelo
2021-12-01,2021,12,1,fuel,40.0,
2021-12-01,2021,12,1,travel,10.0,
2021-12-02,2021,12,2,grocery,2.0,
2021-12-03,2021,12,3,eating_out,116.0,
2021-12-06,2021,12,6,grocery,44.0,
2021-12-06,2021,12,6,other,17.0,gorro
2021-12-07,2021,12,7,other,18.0,prendas primark
2021-12-08,2021,12,8,other,37.0,prendas amazon
2021-12-10,2021,12,10,eating_out,12.7,
2021-12-10,2021,12,10,outings,5.0,
2021-12-10,2021,12,10,other,5.0,
2021-12-11,2021,12,11,eating_out,13.2,
2021-12-11,2021,12,11,other,41.0,decathlon
2021-12-13,2021,12,13,other,4.0,eurom
2021-12-14,2021,12,14,grocery,3.9,
2021-12-14,2021,12,14,eating_out,5.65,
2021-12-14,2021,12,14,other,17.16,livita e farmacia
2021-12-17,2021,12,17,eating_out,2.0,
2021-12-18,2021,12,18,grocery,5.08,
2021-12-19,2021,12,19,other,4.0,eurom
2021-12-20,2021,12,20,other,27.5,tac
2021-12-21,2021,12,21,fuel,40.0,
2021-12-22,2021,12,22,other,27.5,tac
2021-12-23,2021,12,23,eating_out,4.55,
2021-12-23,2021,12,23,travel,10.0,
2021-12-24,2021,12,24,outings,2.0,
2021-12-24,2021,12,24,other,5.0,raspadinha
2021-12-28,2021,12,28,eating_out,7.1,
2021-12-29,2021,12,29,eating_out,17.0,
2021-12-29,2021,12,29,other,81.0,cadeira
2021-12-31,2021,12,31,outings,42.0,
2021-12-31,2021,12,31,other,4.0,
